Student_ID,Gender,Age,Field_of_Study,Study_Hours_per_Day,Mode_of_Learning,Internet_Access,Satisfied_with_Learning_Environment,Participates_in_Extracurriculars,Feels_Stressed,Would_Recommend_Institute,Total Marks Scored
S00338,Female,18,Engineering,2,Hybrid,,Neutral,Yes,Yes,No,70
S00339,Male,23,Arts,8,Online,Yes,Satisfied,Yes,Yes,No,69
S00340,Female,24,Engineering,9,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,81
S00341,Male,21,Commerce,2,Offline,Yes,Neutral,No,Yes,Yes,74
S00342,Female,19,,5,Offline,Yes,Neutral,,No,No,46
S00343,Other,19,Engineering,2,Offline,Yes,Very Dissatisfied,Yes,No,No,99
S00344,Male,20,Commerce,0,Offline,Yes,Dissatisfied,No,Yes,,55
S00345,Male,19,Commerce,0,Online,Yes,Dissatisfied,Yes,Yes,Yes,65
S00346,Male,23,Law,2,,Yes,Very Satisfied,Yes,Yes,Yes,87
S00347,Male,23,Commerce,3,Offline,Yes,Very Satisfied,Yes,Yes,Yes,96
S00348,Female,23,Medicine,,Offline,Yes,Neutral,No,No,Yes,91
S00349,,19,Science,8,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,99
S00350,Other,,Engineering,10,Hybrid,Yes,Dissatisfied,No,Yes,Yes,88
S00351,Other,23,Engineering,7,Online,Yes,Neutral,No,Yes,Yes,41
S00352,Male,19,Engineering,11,Online,Yes,Dissatisfied,Yes,Yes,No,40
S00353,Other,25,Commerce,12,Online,Yes,Very Dissatisfied,No,Yes,Yes,87
S00354,Male,19,Commerce,2,,Yes,Dissatisfied,No,No,Yes,51
S00355,Male,25,Engineering,6,Online,Yes,Satisfied,No,No,No,44
S00356,Other,21,Medicine,3,Hybrid,Yes,Very Satisfied,Yes,Yes,No,76
S00357,Male,18,Arts,4,Hybrid,Yes,Dissatisfied,No,No,No,71
S00358,Other,22,Arts,3,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,98
S00359,Female,25,Science,8,Offline,,Very Dissatisfied,Yes,No,No,94
S00360,Male,25,Law,10,Offline,Yes,Satisfied,No,No,Yes,48
S00361,Female,19,Science,6,,Yes,Very Dissatisfied,Yes,No,No,80
S00362,Other,22,Engineering,12,Online,Yes,Satisfied,No,Yes,No,74
S00363,Female,24,Engineering,3,Online,Yes,Neutral,Yes,Yes,Yes,58
S00364,Female,22,Engineering,12,Online,Yes,Dissatisfied,No,No,No,87
S00365,Other,,Law,7,Offline,Yes,Very Dissatisfied,No,No,No,55
S00366,Female,25,Commerce,1,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,42
S00367,Female,19,Law,6,Offline,No,Dissatisfied,Yes,Yes,No,59
S00368,Other,23,Science,10,Online,Yes,Satisfied,,Yes,No,63
S00369,Female,22,Commerce,0,Offline,Yes,Dissatisfied,Yes,No,No,93
S00370,Other,19,Commerce,7,Hybrid,Yes,Dissatisfied,Yes,No,No,95
S00371,Female,20,Science,12,Offline,Yes,Very Dissatisfied,No,,Yes,72
S00372,Other,24,Commerce,11,,Yes,Very Satisfied,No,No,No,63
S00373,Other,23,Arts,12,Online,Yes,Neutral,Yes,Yes,Yes,91
S00374,Female,20,Science,5,Offline,Yes,Very Satisfied,Yes,Yes,Yes,50
S00375,Female,,Science,11,Online,Yes,Satisfied,No,No,Yes,88
S00376,Female,22,Arts,4,Online,Yes,Very Satisfied,No,Yes,No,47
S00377,Male,20,Law,8,,No,Very Satisfied,No,Yes,No,75
S00378,Male,21,Law,8,Hybrid,Yes,Satisfied,Yes,,No,77
S00379,Male,21,Law,2,Online,Yes,Very Satisfied,No,No,Yes,79
S00380,Other,22,Commerce,8,Hybrid,Yes,Neutral,Yes,Yes,No,59
S00381,Female,19,Arts,12,Hybrid,Yes,Dissatisfied,Yes,No,Yes,74
S00382,Other,18,Science,12,Online,Yes,Neutral,Yes,Yes,Yes,87
S00383,Male,19,Science,8,Online,,Dissatisfied,No,No,No,64
S00384,Female,19,Science,1,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes,74
S00385,Other,19,Commerce,4,Online,Yes,Very Satisfied,No,No,No,64
S00386,Female,19,Commerce,10,Online,Yes,Dissatisfied,Yes,No,No,68
S00387,Other,23,Medicine,1,Hybrid,Yes,,No,Yes,No,57
S00388,Female,18,Law,0,Offline,Yes,Neutral,No,Yes,No,85
S00389,Male,23,Medicine,6,Offline,Yes,Dissatisfied,Yes,Yes,No,57
S00390,Male,20,Medicine,3,Online,Yes,Very Satisfied,Yes,No,No,41
S00391,Female,24,Commerce,4,Hybrid,Yes,Very Satisfied,Yes,,No,93
S00392,Other,19,Law,3,Online,Yes,Very Satisfied,No,No,Yes,74
S00393,Male,24,Law,5,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,55
S00394,Male,21,,10,Online,Yes,Neutral,No,Yes,Yes,100
S00395,Male,22,Commerce,1,Online,Yes,Very Satisfied,No,No,Yes,80
S00396,Female,22,Law,7,Hybrid,,Satisfied,Yes,No,Yes,75
S00397,Female,23,Medicine,3,Online,Yes,Very Satisfied,No,No,Yes,72
S00398,Other,23,Arts,7,,Yes,Very Dissatisfied,Yes,No,No,43
S00399,Other,21,Arts,2,Offline,,Neutral,No,No,No,72
S00400,Other,19,Commerce,11,Hybrid,Yes,Dissatisfied,No,Yes,No,53
S00401,Female,24,Science,11,Online,Yes,Neutral,Yes,Yes,Yes,60
S00402,Female,25,Science,10,Offline,No,Dissatisfied,Yes,Yes,No,87
S00403,Other,24,Law,4,Hybrid,Yes,Dissatisfied,No,,No,59
S00404,Other,18,Commerce,11,Hybrid,Yes,Very Satisfied,No,Yes,Yes,95
S00405,Female,20,Arts,2,Hybrid,Yes,Satisfied,,Yes,Yes,47
S00406,Other,22,Medicine,11,Offline,No,Satisfied,No,No,No,46
S00407,Male,20,Law,12,Offline,Yes,Very Satisfied,No,No,No,42
S00408,Female,18,Medicine,6,Offline,No,Very Dissatisfied,Yes,Yes,Yes,56
S00409,Other,23,Law,2,Offline,Yes,Dissatisfied,Yes,Yes,No,72
S00410,Female,24,Engineering,11,Online,No,Satisfied,Yes,Yes,No,87
S00411,Male,22,Medicine,7,Offline,Yes,Neutral,No,Yes,Yes,51
S00412,Female,20,Commerce,8,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,98
S00413,Female,25,Medicine,12,Online,Yes,Very Satisfied,Yes,Yes,Yes,90
S00414,Female,23,Medicine,11,Offline,Yes,Very Dissatisfied,Yes,No,Yes,61
S00415,Female,18,Law,1,Online,Yes,Satisfied,No,No,Yes,94
S00416,Male,25,Arts,2,Hybrid,Yes,Very Satisfied,Yes,No,Yes,61
S00417,Female,20,Engineering,,Offline,Yes,Satisfied,No,Yes,No,85
S00418,,25,Medicine,12,Online,Yes,Dissatisfied,No,No,No,69
S00419,Other,24,Arts,6,Offline,Yes,Very Dissatisfied,Yes,No,No,77
S00420,Female,19,Science,4,Online,Yes,Dissatisfied,No,No,No,77
S00421,Other,25,Engineering,9,Online,Yes,Neutral,Yes,No,Yes,84
S00422,Male,23,Engineering,6,Hybrid,Yes,Dissatisfied,No,No,No,90
S00423,Male,18,Law,1,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,93
S00424,Male,20,Medicine,3,Offline,Yes,Neutral,No,No,Yes,47
S00425,Male,,,0,Offline,Yes,Satisfied,No,No,Yes,66
S00426,Other,19,Law,4,Online,Yes,Neutral,No,Yes,No,66
S00427,Female,19,Commerce,7,Hybrid,No,Very Dissatisfied,Yes,Yes,No,73
S00428,Male,18,Arts,,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,60
S00429,Female,21,Arts,6,Online,Yes,Neutral,No,No,Yes,69
S00430,Other,24,Law,6,Hybrid,Yes,Satisfied,Yes,No,No,72
S00431,Other,24,Arts,6,Hybrid,Yes,Neutral,No,,No,67
S00432,Other,22,Medicine,0,Online,Yes,Dissatisfied,Yes,Yes,Yes,86
S00433,Male,18,Arts,11,,Yes,Very Satisfied,Yes,Yes,No,72
S00434,Female,19,Medicine,10,Offline,,Very Dissatisfied,No,No,Yes,44
S00435,Female,19,Commerce,2,Offline,Yes,Very Satisfied,Yes,Yes,Yes,99
S00436,Female,25,Science,10,Online,Yes,Dissatisfied,Yes,Yes,Yes,100
S00437,Other,,Engineering,1,Offline,Yes,Very Satisfied,No,No,No,87
S00438,Male,21,Law,4,Online,Yes,Dissatisfied,No,No,No,58
S00439,,22,Law,1,Online,Yes,Neutral,Yes,No,Yes,43
S00440,Other,20,Medicine,12,Hybrid,Yes,Very Dissatisfied,No,Yes,No,74
S00441,Female,18,Commerce,,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes,88
S00442,Other,22,Commerce,4,Offline,Yes,,Yes,No,No,56
S00443,Female,24,Engineering,3,Online,Yes,Neutral,,Yes,Yes,83
S00444,Male,22,Science,10,Offline,Yes,,Yes,Yes,Yes,67
S00445,Female,25,Law,6,Offline,Yes,Very Dissatisfied,Yes,Yes,No,69
S00446,Male,23,Medicine,9,Hybrid,Yes,Satisfied,No,Yes,Yes,68
S00447,Female,19,Commerce,5,Offline,Yes,Very Satisfied,No,Yes,Yes,85
S00448,Other,25,Law,1,Offline,Yes,Dissatisfied,,Yes,Yes,92
S00449,Other,20,Medicine,3,Hybrid,Yes,Very Satisfied,Yes,Yes,No,45
S00450,Male,18,Arts,12,Offline,Yes,Very Satisfied,No,Yes,,74
S00451,Male,25,Law,10,Offline,Yes,Satisfied,No,Yes,No,99
S00452,Male,,,6,Online,Yes,Dissatisfied,,No,Yes,80
S00453,Female,23,Medicine,8,Offline,Yes,Very Dissatisfied,Yes,Yes,,76
S00454,Female,25,Science,8,Hybrid,Yes,Dissatisfied,No,Yes,,63
S00455,Male,23,Law,11,Hybrid,No,Very Satisfied,No,Yes,No,68
S00456,Other,,Arts,2,Online,Yes,Neutral,Yes,Yes,Yes,88
S00457,Female,19,Science,,Hybrid,Yes,Satisfied,No,Yes,Yes,85
S00458,Female,,Commerce,8,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,92
S00459,Female,22,Medicine,7,Hybrid,Yes,,No,Yes,Yes,70
S00460,Male,18,Law,6,Offline,Yes,Very Satisfied,Yes,Yes,No,74
S00461,Male,18,Arts,5,Online,Yes,Very Dissatisfied,Yes,Yes,No,99
S00462,Male,18,Commerce,,Online,Yes,Very Satisfied,Yes,Yes,No,72
S00463,Male,19,Law,6,Online,,Very Dissatisfied,No,,Yes,91
S00464,Male,24,Arts,10,Online,Yes,Very Dissatisfied,No,Yes,Yes,100
S00465,Other,,Commerce,8,Hybrid,Yes,Very Satisfied,No,No,Yes,60
S00466,Other,20,Science,5,,Yes,Satisfied,Yes,Yes,Yes,71
S00467,Male,23,Law,9,Hybrid,Yes,Very Dissatisfied,Yes,No,No,62
S00468,Female,19,Law,2,Hybrid,Yes,,No,No,Yes,72
S00469,,24,Science,12,,No,Neutral,No,Yes,No,42
S00470,Other,20,Engineering,2,Hybrid,Yes,Very Satisfied,No,No,Yes,57
S00471,Other,23,Commerce,3,Online,Yes,Very Dissatisfied,Yes,No,No,64
S00472,Female,23,Science,9,Online,Yes,Satisfied,No,Yes,No,81
S00473,Other,21,Law,12,Offline,Yes,Dissatisfied,No,Yes,Yes,70
S00474,Male,22,Commerce,9,Hybrid,Yes,Very Satisfied,No,Yes,Yes,93
S00475,Female,18,Commerce,7,Online,Yes,Dissatisfied,Yes,Yes,,97
S00476,Male,25,Engineering,9,Offline,Yes,Neutral,No,Yes,No,42
S00477,Male,20,Law,8,Hybrid,Yes,Satisfied,Yes,No,,79
S00478,Female,19,Arts,7,Hybrid,Yes,Very Satisfied,Yes,Yes,No,85
S00479,Male,20,Engineering,10,Online,Yes,Very Satisfied,No,No,,63
S00480,Other,22,Engineering,9,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,89
S00481,Male,18,Arts,1,Hybrid,Yes,Dissatisfied,,No,Yes,71
S00482,Female,20,Arts,3,Online,Yes,Very Satisfied,No,No,No,86
S00483,Female,22,Engineering,3,Offline,Yes,Dissatisfied,Yes,Yes,No,61
S00484,,19,Commerce,11,Offline,Yes,,No,No,No,62
S00485,Male,21,Science,1,Online,Yes,Very Dissatisfied,No,Yes,No,41
S00486,Female,24,Science,12,Online,Yes,Neutral,No,Yes,Yes,66
S00487,Female,23,Engineering,7,Offline,Yes,Very Dissatisfied,No,No,Yes,81
S00488,Male,19,Commerce,2,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,41
S00489,Other,18,Arts,1,Online,Yes,Dissatisfied,Yes,Yes,Yes,65
S00490,Male,23,Medicine,6,,Yes,Very Dissatisfied,Yes,Yes,No,56
S00491,Female,24,Engineering,0,Online,Yes,Neutral,No,No,No,79
S00492,Female,19,Law,5,Hybrid,Yes,Neutral,No,Yes,,72
S00493,Male,25,Commerce,12,Online,Yes,,Yes,No,No,48
S00494,Other,19,Law,12,Hybrid,Yes,Dissatisfied,No,No,No,82
S00495,Female,19,Law,2,Offline,Yes,Dissatisfied,No,Yes,No,93
S00496,Female,25,Engineering,,Offline,Yes,Satisfied,Yes,Yes,,87
S00497,Female,19,Commerce,2,Online,Yes,Very Satisfied,Yes,No,Yes,78
S00498,Male,23,Law,4,Online,Yes,Satisfied,No,No,No,68
S00499,Female,18,Commerce,2,Offline,Yes,Satisfied,No,Yes,No,81
S00500,Other,24,Science,11,,Yes,Very Dissatisfied,No,Yes,Yes,94
S00501,Female,22,Medicine,3,Offline,No,,Yes,No,No,65
S00502,Female,20,Law,12,Offline,Yes,Satisfied,No,No,No,74
S00503,Other,25,Law,12,,No,Very Satisfied,Yes,No,Yes,89
S00504,Female,21,Commerce,2,Hybrid,Yes,Satisfied,Yes,Yes,No,64
S00505,Male,25,Medicine,6,Offline,Yes,Dissatisfied,Yes,No,Yes,63
S00506,Male,,Science,2,Offline,Yes,Neutral,No,Yes,Yes,52
S00507,Male,20,Law,9,Hybrid,Yes,Satisfied,,No,No,99
S00508,Other,20,Engineering,3,Online,No,Very Dissatisfied,Yes,No,Yes,97
S00509,Female,21,Commerce,1,Hybrid,No,Very Satisfied,Yes,Yes,Yes,46
S00510,Male,24,Commerce,1,Online,Yes,Very Dissatisfied,No,Yes,No,96
S00511,Other,23,Law,8,Online,No,Dissatisfied,Yes,No,No,75
S00512,Female,18,Science,10,Online,Yes,Very Dissatisfied,No,No,Yes,84
S00513,Other,21,Law,0,,,Very Dissatisfied,No,Yes,Yes,59
S00514,Male,18,Arts,0,Online,Yes,Very Satisfied,No,No,Yes,40
S00515,Male,23,Law,9,Offline,Yes,Very Satisfied,Yes,Yes,Yes,47
S00516,Male,20,Medicine,0,Online,Yes,Very Dissatisfied,Yes,No,No,85
S00517,Other,18,Medicine,2,Offline,Yes,Very Dissatisfied,No,No,Yes,55
S00518,Other,23,Arts,1,Online,Yes,Satisfied,Yes,Yes,Yes,53
S00519,,23,Medicine,2,Offline,Yes,Dissatisfied,No,No,Yes,51
S00520,Other,22,Medicine,4,,Yes,Satisfied,No,No,No,90
S00521,Male,21,Engineering,8,Hybrid,Yes,Very Satisfied,No,Yes,,62
S00522,Male,22,,1,Offline,Yes,Satisfied,No,Yes,Yes,54
S00523,Female,25,Medicine,11,Online,Yes,Satisfied,Yes,Yes,Yes,67
S00524,Other,20,Commerce,10,Offline,Yes,Very Dissatisfied,Yes,No,No,73
S00525,Male,21,Science,0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,41
S00526,Male,20,Law,10,Online,Yes,Dissatisfied,Yes,Yes,No,71
S00527,Other,22,Engineering,5,Hybrid,Yes,Neutral,No,No,No,62
S00528,Female,24,Arts,2,Offline,Yes,Neutral,No,Yes,Yes,61
S00529,Female,23,Science,12,Hybrid,Yes,Satisfied,Yes,Yes,Yes,90
S00530,Male,20,Engineering,,Hybrid,Yes,Dissatisfied,No,,Yes,64
S00531,Other,21,Engineering,5,Hybrid,Yes,Dissatisfied,Yes,No,Yes,97
S00532,Female,25,Arts,10,Offline,Yes,Very Satisfied,No,Yes,Yes,100
S00533,Other,,Arts,6,Offline,Yes,Very Dissatisfied,No,No,No,61
S00534,,,Commerce,12,Online,Yes,Very Satisfied,Yes,Yes,Yes,97
S00535,Male,21,Law,12,Online,Yes,Neutral,No,Yes,,97
S00536,Female,25,Science,4,Offline,Yes,Dissatisfied,No,Yes,Yes,61
S00537,Male,23,Law,0,Online,Yes,Neutral,Yes,Yes,Yes,88
S00538,,24,Science,2,Hybrid,Yes,Very Dissatisfied,Yes,No,,91
S00539,Female,23,Engineering,2,Hybrid,No,Very Dissatisfied,Yes,No,No,81
S00540,Female,,Medicine,,Offline,Yes,Very Dissatisfied,No,No,No,45
S00541,Female,25,Medicine,12,Hybrid,Yes,Neutral,No,Yes,No,54
S00542,Female,25,Arts,2,Offline,Yes,Dissatisfied,No,Yes,Yes,93
S00543,Other,20,Arts,10,Offline,Yes,Very Satisfied,Yes,Yes,No,82
S00544,Male,22,,4,Offline,Yes,Dissatisfied,No,No,No,99
S00545,Other,21,Engineering,3,Hybrid,Yes,Dissatisfied,Yes,No,No,76
S00546,Female,21,Science,3,,,Satisfied,No,No,Yes,72
S00547,Male,21,Engineering,12,Offline,Yes,Dissatisfied,No,No,No,47
S00548,Female,21,Science,6,Online,Yes,Very Satisfied,No,Yes,No,92
S00549,Male,20,Law,0,Hybrid,Yes,Satisfied,Yes,No,Yes,99
S00550,Other,22,Arts,6,Offline,,Dissatisfied,No,No,No,83
S00551,Male,22,Arts,7,Online,Yes,Satisfied,No,Yes,Yes,83
S00552,Male,18,Medicine,2,Offline,Yes,Dissatisfied,Yes,No,No,44
S00553,Male,21,Medicine,2,Hybrid,Yes,Very Dissatisfied,No,No,No,78
S00554,Male,21,Arts,3,Online,Yes,,No,Yes,,43
S00555,Male,18,Law,12,Online,Yes,Dissatisfied,No,Yes,No,45
S00556,Female,22,Law,5,Offline,Yes,Satisfied,Yes,Yes,Yes,84
S00557,Male,25,,6,Offline,Yes,Very Satisfied,No,No,No,71
S00558,Male,25,Science,0,Hybrid,Yes,Very Dissatisfied,No,No,Yes,91
S00559,Other,19,Medicine,12,Hybrid,Yes,Satisfied,Yes,Yes,No,69
S00560,Male,23,Science,3,Offline,Yes,,Yes,No,No,86
S00561,Other,19,Medicine,11,Online,Yes,Satisfied,No,Yes,Yes,74
S00562,Female,22,Commerce,6,Hybrid,No,Dissatisfied,Yes,Yes,Yes,94
S00563,Male,24,Arts,10,Hybrid,Yes,Very Dissatisfied,No,Yes,No,79
S00564,Other,21,Science,,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,91
S00565,Other,19,Medicine,0,Offline,Yes,Very Dissatisfied,No,Yes,No,55
S00566,Female,20,Science,0,Hybrid,Yes,Dissatisfied,Yes,No,,52
S00567,Male,25,Arts,,Online,No,Very Satisfied,Yes,No,Yes,89
S00568,Male,20,,5,Hybrid,Yes,Very Satisfied,No,Yes,Yes,99
S00569,Other,18,Medicine,11,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,81
S00570,Male,22,Engineering,4,Hybrid,No,Very Satisfied,Yes,Yes,No,69
S00571,Other,22,Commerce,0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,58
S00572,Male,19,,9,Online,Yes,Very Satisfied,Yes,Yes,No,56
S00573,Other,21,Science,2,Hybrid,Yes,Very Dissatisfied,No,No,No,95
S00574,Male,22,,10,Hybrid,Yes,Very Satisfied,No,Yes,No,58
S00575,Female,19,Science,6,Online,Yes,Satisfied,No,Yes,No,67
S00576,Male,19,Commerce,11,Online,Yes,Very Dissatisfied,No,Yes,No,97
S00577,Male,23,Commerce,8,,Yes,Very Dissatisfied,Yes,No,No,94
S00578,Female,23,,12,Online,Yes,Neutral,Yes,Yes,No,65
S00579,Male,22,Medicine,8,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,76
S00580,Female,19,Arts,5,Offline,Yes,Very Satisfied,Yes,Yes,No,65
S00581,Male,18,Arts,,Online,Yes,,Yes,Yes,No,92
S00582,Other,18,Law,0,Hybrid,Yes,Satisfied,Yes,No,No,62
S00583,Other,23,Science,2,Online,,Very Satisfied,Yes,,No,48
S00584,Male,22,Science,9,Hybrid,Yes,Dissatisfied,No,No,No,51
S00585,Male,25,Medicine,1,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,92
S00586,Male,21,Science,10,Offline,Yes,Satisfied,No,Yes,Yes,40
S00587,Other,24,Medicine,,Offline,Yes,,Yes,No,No,97
S00588,Male,25,Science,7,Online,Yes,Satisfied,No,No,Yes,97
S00589,Other,18,Commerce,4,Offline,Yes,,No,Yes,No,40
S00590,Female,18,Engineering,0,Online,Yes,Very Satisfied,No,Yes,Yes,86
S00591,Other,25,Science,2,Offline,Yes,Neutral,No,Yes,No,73
S00592,Other,23,Engineering,11,Offline,Yes,,No,No,No,71
S00593,Female,23,Arts,4,Online,Yes,Satisfied,,No,Yes,93
S00594,Other,22,Law,6,Offline,Yes,Dissatisfied,Yes,Yes,No,87
S00595,Male,23,Arts,4,Offline,Yes,Neutral,Yes,Yes,Yes,64
S00596,Male,20,Science,,Offline,Yes,Dissatisfied,,Yes,Yes,79
S00597,Other,24,,4,Offline,Yes,Very Satisfied,Yes,No,Yes,84
S00598,Male,25,Arts,6,Online,Yes,Very Dissatisfied,No,Yes,No,92
S00599,Other,25,Commerce,12,Hybrid,Yes,Very Satisfied,No,Yes,No,40
S00600,Male,19,Engineering,7,Online,Yes,Neutral,No,No,No,55
S00601,Male,18,Medicine,7,Online,Yes,Very Satisfied,No,Yes,No,100
S00602,Other,25,Medicine,6,Online,Yes,Neutral,No,,Yes,78
S00603,Male,20,Science,12,Offline,Yes,Dissatisfied,No,Yes,Yes,44
S00604,Other,25,Commerce,2,Offline,,Satisfied,No,Yes,Yes,61
S00605,Male,21,Engineering,10,,Yes,Very Satisfied,Yes,Yes,Yes,68
S00606,Male,,Commerce,1,Offline,Yes,Very Satisfied,No,No,Yes,94
S00607,Female,22,Arts,0,Hybrid,Yes,Satisfied,No,Yes,,42
S00608,Female,21,Science,5,Hybrid,Yes,Very Satisfied,Yes,Yes,No,51
S00609,Other,21,Medicine,12,Offline,Yes,Very Satisfied,Yes,Yes,No,65
S00610,Female,25,Medicine,8,Hybrid,Yes,Very Dissatisfied,Yes,,Yes,55
S00611,Other,23,Arts,2,,Yes,Very Dissatisfied,Yes,Yes,No,90
S00612,Female,25,Medicine,4,Online,Yes,Satisfied,No,Yes,Yes,76
S00613,Male,20,Law,8,Online,Yes,Dissatisfied,Yes,Yes,Yes,61
S00614,Other,22,Science,,Hybrid,Yes,Very Satisfied,Yes,No,No,96
S00615,,18,Arts,,Hybrid,Yes,Very Satisfied,,Yes,No,68
S00616,Male,24,,3,Online,Yes,Dissatisfied,Yes,No,No,53
S00617,Other,23,Engineering,10,Offline,Yes,Very Satisfied,Yes,Yes,No,67
S00618,Other,20,Science,1,Online,Yes,Dissatisfied,No,No,No,44
S00619,Female,18,Science,1,Offline,No,Satisfied,No,No,No,86
S00620,Other,20,Engineering,3,Offline,Yes,Satisfied,Yes,No,No,88
S00621,Male,23,Arts,0,Hybrid,Yes,Dissatisfied,No,,No,69
S00622,Female,,Science,3,Hybrid,No,Dissatisfied,No,Yes,No,85
S00623,Female,23,Commerce,11,Offline,Yes,Neutral,No,No,No,91
S00624,Male,20,Science,10,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,44
S00625,Male,21,Arts,5,Offline,Yes,Very Dissatisfied,Yes,Yes,No,51
S00626,Female,24,Medicine,5,Hybrid,Yes,,No,No,,55
S00627,Other,19,Engineering,6,Online,Yes,Very Satisfied,No,No,Yes,65
S00628,Female,24,Medicine,4,,Yes,Dissatisfied,No,No,No,65
S00629,Male,21,Arts,8,Hybrid,Yes,Dissatisfied,Yes,Yes,No,87
S00630,Female,23,Law,1,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,60
S00631,Male,24,Medicine,1,,Yes,Very Satisfied,Yes,,No,78
S00632,Female,23,Science,3,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,75
S00633,Other,23,Science,3,Hybrid,Yes,Satisfied,Yes,Yes,Yes,72
S00634,Female,18,Engineering,3,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,69
S00635,Female,22,Science,0,Offline,Yes,Very Dissatisfied,No,No,Yes,76
S00636,Male,23,Commerce,3,Hybrid,Yes,Dissatisfied,,Yes,No,62
S00637,Male,24,Commerce,11,Online,Yes,Very Satisfied,Yes,No,No,97
S00638,Male,24,Medicine,4,Online,Yes,Satisfied,Yes,Yes,No,49
S00639,Female,,Arts,8,Online,Yes,Very Dissatisfied,,Yes,No,93
S00640,Other,21,Engineering,2,Offline,Yes,Very Dissatisfied,No,Yes,Yes,44
S00641,Male,,Law,2,Hybrid,Yes,Dissatisfied,No,No,Yes,75
S00642,Male,23,Medicine,,Online,Yes,Neutral,No,Yes,Yes,73
S00643,Female,25,Arts,9,Offline,,Very Satisfied,,No,No,91
S00644,Male,23,Engineering,5,,Yes,Very Satisfied,No,,Yes,70
S00645,Other,23,Engineering,2,Offline,Yes,,No,Yes,Yes,49
S00646,Other,25,Medicine,,Offline,Yes,Very Dissatisfied,No,No,Yes,97
S00647,Male,18,Arts,9,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,58
S00648,Male,23,Arts,7,Offline,Yes,Very Dissatisfied,Yes,Yes,No,97
S00649,Female,21,Science,11,Offline,Yes,Neutral,Yes,Yes,No,71
S00650,Other,20,Law,0,Hybrid,Yes,Very Dissatisfied,Yes,No,No,40
S00651,Other,22,Commerce,1,Hybrid,No,Very Satisfied,No,No,Yes,95
S00652,Male,24,Science,2,Offline,Yes,Very Satisfied,Yes,No,Yes,44
S00653,Female,23,Engineering,5,Online,Yes,Dissatisfied,Yes,Yes,No,84
S00654,Other,18,Law,3,Online,,Neutral,Yes,Yes,Yes,43
S00655,Other,21,Law,3,Online,Yes,Satisfied,Yes,,Yes,55
S00656,Female,23,Arts,8,Offline,Yes,Very Dissatisfied,Yes,No,No,63
S00657,Female,25,Law,5,Online,,Satisfied,No,Yes,No,55
S00658,Other,,Medicine,11,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,94
S00659,,20,Law,1,Hybrid,,Neutral,No,No,No,41
S00660,Female,19,Engineering,6,Hybrid,Yes,Neutral,No,No,No,88
S00661,Other,23,Medicine,12,Hybrid,Yes,,No,Yes,,67
S00662,Male,21,Medicine,2,Offline,Yes,Neutral,Yes,No,No,71
S00663,Male,18,Science,8,Hybrid,Yes,Satisfied,No,Yes,No,66
S00664,Female,25,Law,5,Online,Yes,Satisfied,Yes,Yes,No,59
S00665,,,Arts,7,Online,Yes,Neutral,,No,No,63
S00666,Female,23,Science,12,Hybrid,Yes,Satisfied,Yes,Yes,Yes,51
S00667,,18,Arts,12,Hybrid,Yes,Very Dissatisfied,No,No,Yes,89
S00668,,19,,0,Hybrid,Yes,Dissatisfied,Yes,Yes,No,74
S00669,Male,,Science,1,Online,Yes,Very Satisfied,Yes,No,Yes,99
S00670,Other,24,Law,5,Online,Yes,,No,Yes,Yes,72
S00671,Male,22,Engineering,2,Hybrid,Yes,Satisfied,No,No,No,72
S00672,Other,,Science,0,Online,Yes,Very Satisfied,,No,Yes,100
S00673,Male,22,Arts,5,Online,Yes,Dissatisfied,No,Yes,No,90
S00674,Female,18,Engineering,4,Offline,Yes,Dissatisfied,No,Yes,Yes,82
S00675,Male,25,Commerce,12,Hybrid,Yes,Satisfied,No,Yes,No,76
S00676,Other,25,,8,Hybrid,Yes,Very Satisfied,Yes,No,Yes,51
S00677,Male,23,Law,5,Offline,Yes,Very Satisfied,No,Yes,No,42
