Student_ID,Gender,Age,Field_of_Study,Study_Hours_per_Day,Mode_of_Learning,Internet_Access,Satisfied_with_Learning_Environment,Participates_in_Extracurriculars,Feels_Stressed,Would_Recommend_Institute
S00324,Other,,Law,11.0,Online,Yes,Very Satisfied,No,Yes,Yes
S00325,Other,20.0,Medicine,0.0,Offline,Yes,Neutral,No,No,Yes
S00326,Female,21.0,Arts,1.0,Online,Yes,,Yes,Yes,Yes
S00327,Male,25.0,Commerce,11.0,Hybrid,Yes,Satisfied,Yes,No,No
S00328,Female,18.0,Science,0.0,Offline,Yes,Very Satisfied,No,Yes,No
S00329,Male,19.0,Engineering,4.0,,Yes,Very Dissatisfied,No,Yes,Yes
S00330,Other,22.0,Law,6.0,Hybrid,Yes,Very Satisfied,No,No,No
S00331,Male,18.0,Arts,5.0,Offline,Yes,Very Dissatisfied,Yes,No,Yes
S00332,Male,21.0,Commerce,5.0,,Yes,Very Satisfied,No,Yes,Yes
S00333,Male,21.0,Engineering,5.0,Offline,Yes,Dissatisfied,No,Yes,No
S00334,Other,,Commerce,,Offline,Yes,Neutral,Yes,Yes,Yes
S00335,Other,19.0,Science,4.0,Hybrid,No,Very Dissatisfied,No,No,No
S00336,Male,18.0,,9.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No
S00337,Male,20.0,Engineering,6.0,Hybrid,Yes,Very Satisfied,No,,No
S00338,Female,18.0,Engineering,2.0,Hybrid,,Neutral,Yes,Yes,No
S00339,Male,23.0,Arts,8.0,Online,Yes,Satisfied,Yes,Yes,No
S00340,Female,24.0,Engineering,9.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No
S00341,Male,21.0,Commerce,2.0,Offline,Yes,Neutral,No,Yes,Yes
S00342,Female,19.0,,5.0,Offline,Yes,Neutral,,No,No
S00343,Other,19.0,Engineering,2.0,Offline,Yes,Very Dissatisfied,Yes,No,No
S00344,Male,20.0,Commerce,0.0,Offline,Yes,Dissatisfied,No,Yes,
S00345,Male,19.0,Commerce,0.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S00346,Male,23.0,Law,2.0,,Yes,Very Satisfied,Yes,Yes,Yes
S00347,Male,23.0,Commerce,3.0,Offline,Yes,Very Satisfied,Yes,Yes,Yes
S00348,Female,23.0,Medicine,,Offline,Yes,Neutral,No,No,Yes
S00349,,19.0,Science,8.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes
S00350,Other,,Engineering,10.0,Hybrid,Yes,Dissatisfied,No,Yes,Yes
S00351,Other,23.0,Engineering,7.0,Online,Yes,Neutral,No,Yes,Yes
S00352,Male,19.0,Engineering,11.0,Online,Yes,Dissatisfied,Yes,Yes,No
S00353,Other,25.0,Commerce,12.0,Online,Yes,Very Dissatisfied,No,Yes,Yes
S00354,Male,19.0,Commerce,2.0,,Yes,Dissatisfied,No,No,Yes
S00355,Male,25.0,Engineering,6.0,Online,Yes,Satisfied,No,No,No
S00356,Other,21.0,Medicine,3.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No
S00357,Male,18.0,Arts,4.0,Hybrid,Yes,Dissatisfied,No,No,No
S00358,Other,22.0,Arts,3.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes
S00359,Female,25.0,Science,8.0,Offline,,Very Dissatisfied,Yes,No,No
S00360,Male,25.0,Law,10.0,Offline,Yes,Satisfied,No,No,Yes
S00361,Female,19.0,Science,6.0,,Yes,Very Dissatisfied,Yes,No,No
S00362,Other,22.0,Engineering,12.0,Online,Yes,Satisfied,No,Yes,No
S00363,Female,24.0,Engineering,3.0,Online,Yes,Neutral,Yes,Yes,Yes
S00364,Female,22.0,Engineering,12.0,Online,Yes,Dissatisfied,No,No,No
S00365,Other,,Law,7.0,Offline,Yes,Very Dissatisfied,No,No,No
S00366,Female,25.0,Commerce,1.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes
S00367,Female,19.0,Law,6.0,Offline,No,Dissatisfied,Yes,Yes,No
S00368,Other,23.0,Science,10.0,Online,Yes,Satisfied,,Yes,No
S00369,Female,22.0,Commerce,0.0,Offline,Yes,Dissatisfied,Yes,No,No
S00370,Other,19.0,Commerce,7.0,Hybrid,Yes,Dissatisfied,Yes,No,No
S00371,Female,20.0,Science,12.0,Offline,Yes,Very Dissatisfied,No,,Yes
S00372,Other,24.0,Commerce,11.0,,Yes,Very Satisfied,No,No,No
S00373,Other,23.0,Arts,12.0,Online,Yes,Neutral,Yes,Yes,Yes
S00374,Female,20.0,Science,5.0,Offline,Yes,Very Satisfied,Yes,Yes,Yes
S00375,Female,,Science,11.0,Online,Yes,Satisfied,No,No,Yes
S00376,Female,22.0,Arts,4.0,Online,Yes,Very Satisfied,No,Yes,No
S00377,Male,20.0,Law,8.0,,No,Very Satisfied,No,Yes,No
S00378,Male,21.0,Law,8.0,Hybrid,Yes,Satisfied,Yes,,No
S00379,Male,21.0,Law,2.0,Online,Yes,Very Satisfied,No,No,Yes
S00380,Other,22.0,Commerce,8.0,Hybrid,Yes,Neutral,Yes,Yes,No
S00381,Female,19.0,Arts,12.0,Hybrid,Yes,Dissatisfied,Yes,No,Yes
S00382,Other,18.0,Science,12.0,Online,Yes,Neutral,Yes,Yes,Yes
S00383,Male,19.0,Science,8.0,Online,,Dissatisfied,No,No,No
S00384,Female,19.0,Science,1.0,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes
S00385,Other,19.0,Commerce,4.0,Online,Yes,Very Satisfied,No,No,No
S00386,Female,19.0,Commerce,10.0,Online,Yes,Dissatisfied,Yes,No,No
S00387,Other,23.0,Medicine,1.0,Hybrid,Yes,,No,Yes,No
S00388,Female,18.0,Law,0.0,Offline,Yes,Neutral,No,Yes,No
S00389,Male,23.0,Medicine,6.0,Offline,Yes,Dissatisfied,Yes,Yes,No
S00390,Male,20.0,Medicine,3.0,Online,Yes,Very Satisfied,Yes,No,No
S00391,Female,24.0,Commerce,4.0,Hybrid,Yes,Very Satisfied,Yes,,No
S00392,Other,19.0,Law,3.0,Online,Yes,Very Satisfied,No,No,Yes
S00393,Male,24.0,Law,5.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes
S00394,Male,21.0,,10.0,Online,Yes,Neutral,No,Yes,Yes
S00395,Male,22.0,Commerce,1.0,Online,Yes,Very Satisfied,No,No,Yes
S00396,Female,22.0,Law,7.0,Hybrid,,Satisfied,Yes,No,Yes
S00397,Female,23.0,Medicine,3.0,Online,Yes,Very Satisfied,No,No,Yes
S00398,Other,23.0,Arts,7.0,,Yes,Very Dissatisfied,Yes,No,No
S00399,Other,21.0,Arts,2.0,Offline,,Neutral,No,No,No
S00400,Other,19.0,Commerce,11.0,Hybrid,Yes,Dissatisfied,No,Yes,No
S00401,Female,24.0,Science,11.0,Online,Yes,Neutral,Yes,Yes,Yes
S00402,Female,25.0,Science,10.0,Offline,No,Dissatisfied,Yes,Yes,No
S00403,Other,24.0,Law,4.0,Hybrid,Yes,Dissatisfied,No,,No
S00404,Other,18.0,Commerce,11.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes
S00405,Female,20.0,Arts,2.0,Hybrid,Yes,Satisfied,,Yes,Yes
S00406,Other,22.0,Medicine,11.0,Offline,No,Satisfied,No,No,No
S00407,Male,20.0,Law,12.0,Offline,Yes,Very Satisfied,No,No,No
S00408,Female,18.0,Medicine,6.0,Offline,No,Very Dissatisfied,Yes,Yes,Yes
S00409,Other,23.0,Law,2.0,Offline,Yes,Dissatisfied,Yes,Yes,No
S00410,Female,24.0,Engineering,11.0,Online,No,Satisfied,Yes,Yes,No
S00411,Male,22.0,Medicine,7.0,Offline,Yes,Neutral,No,Yes,Yes
S00412,Female,20.0,Commerce,8.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes
S00413,Female,25.0,Medicine,12.0,Online,Yes,Very Satisfied,Yes,Yes,Yes
S00414,Female,23.0,Medicine,11.0,Offline,Yes,Very Dissatisfied,Yes,No,Yes
S00415,Female,18.0,Law,1.0,Online,Yes,Satisfied,No,No,Yes
S00416,Male,25.0,Arts,2.0,Hybrid,Yes,Very Satisfied,Yes,No,Yes
S00417,Female,20.0,Engineering,,Offline,Yes,Satisfied,No,Yes,No
S00418,,25.0,Medicine,12.0,Online,Yes,Dissatisfied,No,No,No
S00419,Other,24.0,Arts,6.0,Offline,Yes,Very Dissatisfied,Yes,No,No
S00420,Female,19.0,Science,4.0,Online,Yes,Dissatisfied,No,No,No
S00421,Other,25.0,Engineering,9.0,Online,Yes,Neutral,Yes,No,Yes
S00422,Male,23.0,Engineering,6.0,Hybrid,Yes,Dissatisfied,No,No,No
S00423,Male,18.0,Law,1.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes
S00424,Male,20.0,Medicine,3.0,Offline,Yes,Neutral,No,No,Yes
S00425,Male,,,0.0,Offline,Yes,Satisfied,No,No,Yes
S00426,Other,19.0,Law,4.0,Online,Yes,Neutral,No,Yes,No
S00427,Female,19.0,Commerce,7.0,Hybrid,No,Very Dissatisfied,Yes,Yes,No
S00428,Male,18.0,Arts,,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes
S00429,Female,21.0,Arts,6.0,Online,Yes,Neutral,No,No,Yes
S00430,Other,24.0,Law,6.0,Hybrid,Yes,Satisfied,Yes,No,No
S00431,Other,24.0,Arts,6.0,Hybrid,Yes,Neutral,No,,No
S00432,Other,22.0,Medicine,0.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S00433,Male,18.0,Arts,11.0,,Yes,Very Satisfied,Yes,Yes,No
S00434,Female,19.0,Medicine,10.0,Offline,,Very Dissatisfied,No,No,Yes
S00435,Female,19.0,Commerce,2.0,Offline,Yes,Very Satisfied,Yes,Yes,Yes
S00436,Female,25.0,Science,10.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S00437,Other,,Engineering,1.0,Offline,Yes,Very Satisfied,No,No,No
S00438,Male,21.0,Law,4.0,Online,Yes,Dissatisfied,No,No,No
S00439,,22.0,Law,1.0,Online,Yes,Neutral,Yes,No,Yes
S00440,Other,20.0,Medicine,12.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No
S00441,Female,18.0,Commerce,,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes
S00442,Other,22.0,Commerce,4.0,Offline,Yes,,Yes,No,No
S00443,Female,24.0,Engineering,3.0,Online,Yes,Neutral,,Yes,Yes
S00444,Male,22.0,Science,10.0,Offline,Yes,,Yes,Yes,Yes
S00445,Female,25.0,Law,6.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No
S00446,Male,23.0,Medicine,9.0,Hybrid,Yes,Satisfied,No,Yes,Yes
S00447,Female,19.0,Commerce,5.0,Offline,Yes,Very Satisfied,No,Yes,Yes
S00448,Other,25.0,Law,1.0,Offline,Yes,Dissatisfied,,Yes,Yes
S00449,Other,20.0,Medicine,3.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No
S00450,Male,18.0,Arts,12.0,Offline,Yes,Very Satisfied,No,Yes,
S00451,Male,25.0,Law,10.0,Offline,Yes,Satisfied,No,Yes,No
S00452,Male,,,6.0,Online,Yes,Dissatisfied,,No,Yes
S00453,Female,23.0,Medicine,8.0,Offline,Yes,Very Dissatisfied,Yes,Yes,
S00454,Female,25.0,Science,8.0,Hybrid,Yes,Dissatisfied,No,Yes,
S00455,Male,23.0,Law,11.0,Hybrid,No,Very Satisfied,No,Yes,No
S00456,Other,,Arts,2.0,Online,Yes,Neutral,Yes,Yes,Yes
S00457,Female,19.0,Science,,Hybrid,Yes,Satisfied,No,Yes,Yes
S00458,Female,,Commerce,8.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes
S00459,Female,22.0,Medicine,7.0,Hybrid,Yes,,No,Yes,Yes
S00460,Male,18.0,Law,6.0,Offline,Yes,Very Satisfied,Yes,Yes,No
S00461,Male,18.0,Arts,5.0,Online,Yes,Very Dissatisfied,Yes,Yes,No
S00462,Male,18.0,Commerce,,Online,Yes,Very Satisfied,Yes,Yes,No
S00463,Male,19.0,Law,6.0,Online,,Very Dissatisfied,No,,Yes
S00464,Male,24.0,Arts,10.0,Online,Yes,Very Dissatisfied,No,Yes,Yes
S00465,Other,,Commerce,8.0,Hybrid,Yes,Very Satisfied,No,No,Yes
S00466,Other,20.0,Science,5.0,,Yes,Satisfied,Yes,Yes,Yes
S00467,Male,23.0,Law,9.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No
S00468,Female,19.0,Law,2.0,Hybrid,Yes,,No,No,Yes
S00469,,24.0,Science,12.0,,No,Neutral,No,Yes,No
S00470,Other,20.0,Engineering,2.0,Hybrid,Yes,Very Satisfied,No,No,Yes
S00471,Other,23.0,Commerce,3.0,Online,Yes,Very Dissatisfied,Yes,No,No
S00472,Female,23.0,Science,9.0,Online,Yes,Satisfied,No,Yes,No
S00473,Other,21.0,Law,12.0,Offline,Yes,Dissatisfied,No,Yes,Yes
S00474,Male,22.0,Commerce,9.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes
S00475,Female,18.0,Commerce,7.0,Online,Yes,Dissatisfied,Yes,Yes,
S00476,Male,25.0,Engineering,9.0,Offline,Yes,Neutral,No,Yes,No
S00477,Male,20.0,Law,8.0,Hybrid,Yes,Satisfied,Yes,No,
S00478,Female,19.0,Arts,7.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No
S00479,Male,20.0,Engineering,10.0,Online,Yes,Very Satisfied,No,No,
S00480,Other,22.0,Engineering,9.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes
S00481,Male,18.0,Arts,1.0,Hybrid,Yes,Dissatisfied,,No,Yes
S00482,Female,20.0,Arts,3.0,Online,Yes,Very Satisfied,No,No,No
S00483,Female,22.0,Engineering,3.0,Offline,Yes,Dissatisfied,Yes,Yes,No
S00484,,19.0,Commerce,11.0,Offline,Yes,,No,No,No
S00485,Male,21.0,Science,1.0,Online,Yes,Very Dissatisfied,No,Yes,No
S00486,Female,24.0,Science,12.0,Online,Yes,Neutral,No,Yes,Yes
S00487,Female,23.0,Engineering,7.0,Offline,Yes,Very Dissatisfied,No,No,Yes
S00488,Male,19.0,Commerce,2.0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes
S00489,Other,18.0,Arts,1.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S00490,Male,23.0,Medicine,6.0,,Yes,Very Dissatisfied,Yes,Yes,No
S00491,Female,24.0,Engineering,0.0,Online,Yes,Neutral,No,No,No
S00492,Female,19.0,Law,5.0,Hybrid,Yes,Neutral,No,Yes,
S00493,Male,25.0,Commerce,12.0,Online,Yes,,Yes,No,No
S00494,Other,19.0,Law,12.0,Hybrid,Yes,Dissatisfied,No,No,No
S00495,Female,19.0,Law,2.0,Offline,Yes,Dissatisfied,No,Yes,No
S00496,Female,25.0,Engineering,,Offline,Yes,Satisfied,Yes,Yes,
S00497,Female,19.0,Commerce,2.0,Online,Yes,Very Satisfied,Yes,No,Yes
S00498,Male,23.0,Law,4.0,Online,Yes,Satisfied,No,No,No
S00499,Female,18.0,Commerce,2.0,Offline,Yes,Satisfied,No,Yes,No
S00500,Other,24.0,Science,11.0,,Yes,Very Dissatisfied,No,Yes,Yes
S00501,Female,22.0,Medicine,3.0,Offline,No,,Yes,No,No
S00502,Female,20.0,Law,12.0,Offline,Yes,Satisfied,No,No,No
S00503,Other,25.0,Law,12.0,,No,Very Satisfied,Yes,No,Yes
S00504,Female,21.0,Commerce,2.0,Hybrid,Yes,Satisfied,Yes,Yes,No
S00505,Male,25.0,Medicine,6.0,Offline,Yes,Dissatisfied,Yes,No,Yes
S00506,Male,,Science,2.0,Offline,Yes,Neutral,No,Yes,Yes
S00507,Male,20.0,Law,9.0,Hybrid,Yes,Satisfied,,No,No
S00508,Other,20.0,Engineering,3.0,Online,No,Very Dissatisfied,Yes,No,Yes
S00509,Female,21.0,Commerce,1.0,Hybrid,No,Very Satisfied,Yes,Yes,Yes
S00510,Male,24.0,Commerce,1.0,Online,Yes,Very Dissatisfied,No,Yes,No
S00511,Other,23.0,Law,8.0,Online,No,Dissatisfied,Yes,No,No
S00512,Female,18.0,Science,10.0,Online,Yes,Very Dissatisfied,No,No,Yes
S00513,Other,21.0,Law,0.0,,,Very Dissatisfied,No,Yes,Yes
S00514,Male,18.0,Arts,0.0,Online,Yes,Very Satisfied,No,No,Yes
S00515,Male,23.0,Law,9.0,Offline,Yes,Very Satisfied,Yes,Yes,Yes
S00516,Male,20.0,Medicine,0.0,Online,Yes,Very Dissatisfied,Yes,No,No
S00517,Other,18.0,Medicine,2.0,Offline,Yes,Very Dissatisfied,No,No,Yes
S00518,Other,23.0,Arts,1.0,Online,Yes,Satisfied,Yes,Yes,Yes
S00519,,23.0,Medicine,2.0,Offline,Yes,Dissatisfied,No,No,Yes
S00520,Other,22.0,Medicine,4.0,,Yes,Satisfied,No,No,No
S00521,Male,21.0,Engineering,8.0,Hybrid,Yes,Very Satisfied,No,Yes,
S00522,Male,22.0,,1.0,Offline,Yes,Satisfied,No,Yes,Yes
S00523,Female,25.0,Medicine,11.0,Online,Yes,Satisfied,Yes,Yes,Yes
S00524,Other,20.0,Commerce,10.0,Offline,Yes,Very Dissatisfied,Yes,No,No
S00525,Male,21.0,Science,0.0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes
S00526,Male,20.0,Law,10.0,Online,Yes,Dissatisfied,Yes,Yes,No
S00527,Other,22.0,Engineering,5.0,Hybrid,Yes,Neutral,No,No,No
S00528,Female,24.0,Arts,2.0,Offline,Yes,Neutral,No,Yes,Yes
S00529,Female,23.0,Science,12.0,Hybrid,Yes,Satisfied,Yes,Yes,Yes
S00530,Male,20.0,Engineering,,Hybrid,Yes,Dissatisfied,No,,Yes
S00531,Other,21.0,Engineering,5.0,Hybrid,Yes,Dissatisfied,Yes,No,Yes
S00532,Female,25.0,Arts,10.0,Offline,Yes,Very Satisfied,No,Yes,Yes
S00533,Other,,Arts,6.0,Offline,Yes,Very Dissatisfied,No,No,No
S00534,,,Commerce,12.0,Online,Yes,Very Satisfied,Yes,Yes,Yes
S00535,Male,21.0,Law,12.0,Online,Yes,Neutral,No,Yes,
S00536,Female,25.0,Science,4.0,Offline,Yes,Dissatisfied,No,Yes,Yes
S00537,Male,23.0,Law,0.0,Online,Yes,Neutral,Yes,Yes,Yes
S00538,,24.0,Science,2.0,Hybrid,Yes,Very Dissatisfied,Yes,No,
S00539,Female,23.0,Engineering,2.0,Hybrid,No,Very Dissatisfied,Yes,No,No
S00540,Female,,Medicine,,Offline,Yes,Very Dissatisfied,No,No,No
S00541,Female,25.0,Medicine,12.0,Hybrid,Yes,Neutral,No,Yes,No
S00542,Female,25.0,Arts,2.0,Offline,Yes,Dissatisfied,No,Yes,Yes
S00543,Other,20.0,Arts,10.0,Offline,Yes,Very Satisfied,Yes,Yes,No
S00544,Male,22.0,,4.0,Offline,Yes,Dissatisfied,No,No,No
S00545,Other,21.0,Engineering,3.0,Hybrid,Yes,Dissatisfied,Yes,No,No
S00546,Female,21.0,Science,3.0,,,Satisfied,No,No,Yes
S00547,Male,21.0,Engineering,12.0,Offline,Yes,Dissatisfied,No,No,No
S00548,Female,21.0,Science,6.0,Online,Yes,Very Satisfied,No,Yes,No
S00549,Male,20.0,Law,0.0,Hybrid,Yes,Satisfied,Yes,No,Yes
S00550,Other,22.0,Arts,6.0,Offline,,Dissatisfied,No,No,No
S00551,Male,22.0,Arts,7.0,Online,Yes,Satisfied,No,Yes,Yes
S00552,Male,18.0,Medicine,2.0,Offline,Yes,Dissatisfied,Yes,No,No
S00553,Male,21.0,Medicine,2.0,Hybrid,Yes,Very Dissatisfied,No,No,No
S00554,Male,21.0,Arts,3.0,Online,Yes,,No,Yes,
S00555,Male,18.0,Law,12.0,Online,Yes,Dissatisfied,No,Yes,No
S00556,Female,22.0,Law,5.0,Offline,Yes,Satisfied,Yes,Yes,Yes
S00557,Male,25.0,,6.0,Offline,Yes,Very Satisfied,No,No,No
S00558,Male,25.0,Science,0.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes
S00559,Other,19.0,Medicine,12.0,Hybrid,Yes,Satisfied,Yes,Yes,No
S00560,Male,23.0,Science,3.0,Offline,Yes,,Yes,No,No
S00561,Other,19.0,Medicine,11.0,Online,Yes,Satisfied,No,Yes,Yes
S00562,Female,22.0,Commerce,6.0,Hybrid,No,Dissatisfied,Yes,Yes,Yes
S00563,Male,24.0,Arts,10.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No
S00564,Other,21.0,Science,,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S00565,Other,19.0,Medicine,0.0,Offline,Yes,Very Dissatisfied,No,Yes,No
S00566,Female,20.0,Science,0.0,Hybrid,Yes,Dissatisfied,Yes,No,
S00567,Male,25.0,Arts,,Online,No,Very Satisfied,Yes,No,Yes
S00568,Male,20.0,,5.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes
S00569,Other,18.0,Medicine,11.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S00570,Male,22.0,Engineering,4.0,Hybrid,No,Very Satisfied,Yes,Yes,No
S00571,Other,22.0,Commerce,0.0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes
S00572,Male,19.0,,9.0,Online,Yes,Very Satisfied,Yes,Yes,No
S00573,Other,21.0,Science,2.0,Hybrid,Yes,Very Dissatisfied,No,No,No
S00574,Male,22.0,,10.0,Hybrid,Yes,Very Satisfied,No,Yes,No
S00575,Female,19.0,Science,6.0,Online,Yes,Satisfied,No,Yes,No
S00576,Male,19.0,Commerce,11.0,Online,Yes,Very Dissatisfied,No,Yes,No
S00577,Male,23.0,Commerce,8.0,,Yes,Very Dissatisfied,Yes,No,No
S00578,Female,23.0,,12.0,Online,Yes,Neutral,Yes,Yes,No
S00579,Male,22.0,Medicine,8.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes
S00580,Female,19.0,Arts,5.0,Offline,Yes,Very Satisfied,Yes,Yes,No
S00581,Male,18.0,Arts,,Online,Yes,,Yes,Yes,No
S00582,Other,18.0,Law,0.0,Hybrid,Yes,Satisfied,Yes,No,No
S00583,Other,23.0,Science,2.0,Online,,Very Satisfied,Yes,,No
S00584,Male,22.0,Science,9.0,Hybrid,Yes,Dissatisfied,No,No,No
S00585,Male,25.0,Medicine,1.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes
S00586,Male,21.0,Science,10.0,Offline,Yes,Satisfied,No,Yes,Yes
S00587,Other,24.0,Medicine,,Offline,Yes,,Yes,No,No
S00588,Male,25.0,Science,7.0,Online,Yes,Satisfied,No,No,Yes
S00589,Other,18.0,Commerce,4.0,Offline,Yes,,No,Yes,No
S00590,Female,18.0,Engineering,0.0,Online,Yes,Very Satisfied,No,Yes,Yes
S00591,Other,25.0,Science,2.0,Offline,Yes,Neutral,No,Yes,No
S00592,Other,23.0,Engineering,11.0,Offline,Yes,,No,No,No
S00593,Female,23.0,Arts,4.0,Online,Yes,Satisfied,,No,Yes
S00594,Other,22.0,Law,6.0,Offline,Yes,Dissatisfied,Yes,Yes,No
S00595,Male,23.0,Arts,4.0,Offline,Yes,Neutral,Yes,Yes,Yes
S00596,Male,20.0,Science,,Offline,Yes,Dissatisfied,,Yes,Yes
S00597,Other,24.0,,4.0,Offline,Yes,Very Satisfied,Yes,No,Yes
S00598,Male,25.0,Arts,6.0,Online,Yes,Very Dissatisfied,No,Yes,No
S00599,Other,25.0,Commerce,12.0,Hybrid,Yes,Very Satisfied,No,Yes,No
S00600,Male,19.0,Engineering,7.0,Online,Yes,Neutral,No,No,No
S00601,Male,18.0,Medicine,7.0,Online,Yes,Very Satisfied,No,Yes,No
S00602,Other,25.0,Medicine,6.0,Online,Yes,Neutral,No,,Yes
S00603,Male,20.0,Science,12.0,Offline,Yes,Dissatisfied,No,Yes,Yes
S00604,Other,25.0,Commerce,2.0,Offline,,Satisfied,No,Yes,Yes
S00605,Male,21.0,Engineering,10.0,,Yes,Very Satisfied,Yes,Yes,Yes
S00606,Male,,Commerce,1.0,Offline,Yes,Very Satisfied,No,No,Yes
S00607,Female,22.0,Arts,0.0,Hybrid,Yes,Satisfied,No,Yes,
S00608,Female,21.0,Science,5.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No
S00609,Other,21.0,Medicine,12.0,Offline,Yes,Very Satisfied,Yes,Yes,No
S00610,Female,25.0,Medicine,8.0,Hybrid,Yes,Very Dissatisfied,Yes,,Yes
S00611,Other,23.0,Arts,2.0,,Yes,Very Dissatisfied,Yes,Yes,No
S00612,Female,25.0,Medicine,4.0,Online,Yes,Satisfied,No,Yes,Yes
S00613,Male,20.0,Law,8.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S00614,Other,22.0,Science,,Hybrid,Yes,Very Satisfied,Yes,No,No
S00615,,18.0,Arts,,Hybrid,Yes,Very Satisfied,,Yes,No
S00616,Male,24.0,,3.0,Online,Yes,Dissatisfied,Yes,No,No
S00617,Other,23.0,Engineering,10.0,Offline,Yes,Very Satisfied,Yes,Yes,No
S00618,Other,20.0,Science,1.0,Online,Yes,Dissatisfied,No,No,No
S00619,Female,18.0,Science,1.0,Offline,No,Satisfied,No,No,No
S00620,Other,20.0,Engineering,3.0,Offline,Yes,Satisfied,Yes,No,No
S00621,Male,23.0,Arts,0.0,Hybrid,Yes,Dissatisfied,No,,No
S00622,Female,,Science,3.0,Hybrid,No,Dissatisfied,No,Yes,No
S00623,Female,23.0,Commerce,11.0,Offline,Yes,Neutral,No,No,No
S00624,Male,20.0,Science,10.0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes
S00625,Male,21.0,Arts,5.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No
S00626,Female,24.0,Medicine,5.0,Hybrid,Yes,,No,No,
S00627,Other,19.0,Engineering,6.0,Online,Yes,Very Satisfied,No,No,Yes
S00628,Female,24.0,Medicine,4.0,,Yes,Dissatisfied,No,No,No
S00629,Male,21.0,Arts,8.0,Hybrid,Yes,Dissatisfied,Yes,Yes,No
S00630,Female,23.0,Law,1.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S00631,Male,24.0,Medicine,1.0,,Yes,Very Satisfied,Yes,,No
S00632,Female,23.0,Science,3.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S00633,Other,23.0,Science,3.0,Hybrid,Yes,Satisfied,Yes,Yes,Yes
S00634,Female,18.0,Engineering,3.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S00635,Female,22.0,Science,0.0,Offline,Yes,Very Dissatisfied,No,No,Yes
S00636,Male,23.0,Commerce,3.0,Hybrid,Yes,Dissatisfied,,Yes,No
S00637,Male,24.0,Commerce,11.0,Online,Yes,Very Satisfied,Yes,No,No
S00638,Male,24.0,Medicine,4.0,Online,Yes,Satisfied,Yes,Yes,No
S00639,Female,,Arts,8.0,Online,Yes,Very Dissatisfied,,Yes,No
S00640,Other,21.0,Engineering,2.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes
S00641,Male,,Law,2.0,Hybrid,Yes,Dissatisfied,No,No,Yes
S00642,Male,23.0,Medicine,,Online,Yes,Neutral,No,Yes,Yes
S00643,Female,25.0,Arts,9.0,Offline,,Very Satisfied,,No,No
S00644,Male,23.0,Engineering,5.0,,Yes,Very Satisfied,No,,Yes
S00645,Other,23.0,Engineering,2.0,Offline,Yes,,No,Yes,Yes
S00646,Other,25.0,Medicine,,Offline,Yes,Very Dissatisfied,No,No,Yes
S00647,Male,18.0,Arts,9.0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes
S00648,Male,23.0,Arts,7.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No
S00649,Female,21.0,Science,11.0,Offline,Yes,Neutral,Yes,Yes,No
